Timestamp,What year are you in,What is your age,What class are you in,What is your gender,How many languages do you speak? (digit entry),"What is the highest degree you plan to pursue?
","What is your major
",Are you a transfer student,Are you a first generation student,What is your current cumulative GPA?,How motivated are you to attend the lecture if it is 50 min long (3 times a week)?  (1: not motivated; 5 very motivated),How motivated are you to attend the lecture if it is 1h 20 min long (2 times a week)? (1: not motivated; 5 very motivated),How motivated are you to go to class if class participation is part of the grade? (1: not motivated; 5 very motivated),How motivated are you to go to class if there are no class activities in lecture? (1: not motivated; 5 very motivated),Do you prefer studying and/or working in groups? ,"When you miss lecture, what are the reasons for it?",How often do you tutor or help fellow peers? (1:Never; 2:Rarely; 3:Sometimes; 4:Often; 5:Almost every day),How many hours a day (on average) did you spend studying last week? (hours),"Which of the following student resources have you used this quarter?
","If you utilize the above student resources, how often do you use/attend such resources a week?","IN CS010C, how much did you enjoy doing labs? (scale of 1-5)","IN CS105, how much did you enjoy doing labs? (scale of 1-5)",Do you think that you would learn better if labs were due every other week rather than weekly?,Do labs help you prepare for exams?,Do lecture materials help you complete lab assignments?,How many hours a week do you spend working on material for CS111?,What is the level of anxiety you feel for the upcoming CS111 midterm?,How many hours a week do you spend working on material for CS105?,What is the level of anxiety you feel for the upcoming CS105 midterm?,7. Do you want weekly programming assignments for CS111 (similar to CS 010C or equivalent data structures classes)?,How many UCR affiliated student organizations are you involved with?,"Of the student organizations you are involved with, in how many of those clubs are you a board member?","Outside of time spent studying and in class, how many hours do you spend on campus a week?","How many on campus events did you attend (hosted by RHA, ASPB or ASUCR) since September 22nd?",Have you ever participated and/or been a part of a team that organizes a hackathon?,"If you've attended a hackathon, what do you do in them?
","What is your living situation?
","On average how long does it take you to get to campus?
",How stressed are you with your classes? (1: not stressed; 5: extremely stressed),How many hours do you sleep per night? (numeric answer),Are you a morning person or a night person?,How long do you exercise a day?,How many times a week do you work out?,"Where do you work out?
",Why do you work out?,When do you work out?,How many high school student organizations were you involved with?,"Did you complete high school in the United States? (If not, specify country)","If you were involved with sports in high school, how long did you play for in your school?",How many AP classes did you take in high school? (Numeric value),Have you applied to or completed one or more internships as a UCR student?,How important is money in your career choice?,Do you want to be involved in STEM-based research?,"Do you take advantage of career services offered by the university (e.g. resume building, mock interviews, job fairs, career center)","On a scale of 1-10, how confident are you in finding a career in the future?",Have you ever had a job during college?,"If you have or had an internship part-time job, or full-time job during the 2022-23 academic school year, how many hours a week on average did you work? (numeric values only; enter NA if you did not work)",Why did you pick your major?,"Do you want to change majors? If so, why?
","If you could go back in time to change your major, would you?","If you're in CS/CE/Data Science/related, why did you pick this path?
",How many hours do you volunteer in a week? (numeric answer),How many hours do you hang out with friends in a week? (numeric answer),How often do you go to parties in a quarter?,How often do you go to parties in a quarter?,How related to your non-academic hobbies do you want your dream job to be? (1: completely unrelated; 3:somewhat related; 5: completely related),Are you concerned about the growing use of AI? (1: not concerned; 5: very concerned),Do you use AI tools for your coursework (ex: ChatGPT),How likely are you to use AI tools for your future profession? (1: not likely; 5: very likely),What is your favorite movie genre?,How familiar are you with the concept of AI and it's applications? ,How many siblings do you have? (digit entry),How many units are you taking? (digit entry)
5/9/2023 13:04:40,3,20,CS105,Female,2,PhD,Anthropology,No,No,3.6-4.0,5,3,5,2,Sometimes,"Sick, Have other things to do",2,4-6,TA's office hours,once,3,3,No,Sometimes,Sometimes,N/A,N/A,2-4 hours,Very anxious,N/A,2,1,3,10+,No,Haven't attended a hackathon,First Year UCR Residence Halls,0-10 minutes,3,6,Both,1 hour,3,Gym,Stay healthy ,Morning,2,United States,3 years,7,No,8,Yes,No,6,No,NA,Passion,Do not want to change majors,Yes,Stable future,0,5,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),2,2,No,1,Action,3,0,12
5/9/2023 13:11:41,1,19,CS111,Male,1,M.S.,CS,No,No,3.6-4.0,4,4,4,4,Sometimes,Sick,2,0-2,,I do not utilize the above resources,4,N/A,No,Sometimes,Sometimes,4-8 hours,Somewhat anxious,N/A,N/A,No,0,0,almost all the time,4-6,No,Both,First Year UCR Residence Halls,0-10 minutes,3,8,Night person,< 30 minutes,1,Outside,Fun and exercise,Evening,0,United States,4 years,12,Yes,7,Yes,No,5,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,14,Never,Never,2,4,No,3,Action,5,1,17
5/9/2023 13:19:26,2,19,CS111,Male,3,B.S.,CE,No,No,3.6-4.0,2,4,3,3,No,"Sick, Family issues, Transportation issues",2,8-10,"TA's office hours, Professor's office hours",twice,2,N/A,Yes,No,Yes,8-10 hours,Somewhat anxious,N/A,,No,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,3,7,Neither,2 hours,5,Gym,"I work out to feel better, and to relieve stress.",Morning,2,United States,Was not involved in HS sports,6,No,6,No,No,7,No,NA,Passion,Do not want to change majors,No,"You find topics in this field interesting, Stable future",0,12,Never,Never,4,1,No,1,Adventure,9,1,13
5/9/2023 13:27:47,2,19,Both,Female,2,B.S.,CSBA,No,No,3.3-3.6,2,1,4,3,Sometimes,"Don't think it is useful to attend some lectures, Sick",3,4-6,,I do not utilize the above resources,3,5,Yes,Sometimes,No,10+ hours,N/A,2-4 hours,Somewhat anxious,No,1,1,4,1-3,Yes,Made a project,Continuing Student UCR apartment,0-10 minutes,4,10,Night person,< 30 minutes,3,Outside,I like having me time where I can just listen to music and not think about stuff.,Evening,2,United States,Was not involved in HS sports,9,Yes,7,No,Yes,7,No,NA,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand",0,10,Often (once or more a week),Often (weekly),2,2,Yes,5,Comedy,3,1,16
5/9/2023 13:33:42,2,19,Both,Male,2,B.S.,Data Science,No,No,3.3-3.6,3,3,5,2,Yes,Don't think it is useful to attend some lectures,3,4-6,TA's office hours,twice,5,2,Yes,Sometimes,No,4-8 hours,Somewhat anxious,1-2 hours,Somewhat anxious,No,0,0,7,1-3,Yes,Both,Continuing Student UCR apartment,0-10 minutes,4,7,Both,30 minutes,0,Outside,To destress and stay healthy,Morning,3,United States,2 years,6,Yes,10,Yes,Yes,9,Yes,12,Passion,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,1,Never,Never,4,1,Yes,5,Science Fiction,7,1,18
5/9/2023 13:47:36,3,22,Both,Male,2,B.S.,Data Science,Yes,Yes,3.6-4.0,5,3,4,3,No,"Don't think it is useful to attend some lectures, Have other things to do",1,0-2,,I do not utilize the above resources,N/A,2,No,Not sure,No,2-4 hours,Somewhat anxious,1-2 hours,Not anxious,No,1,0,4,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,3,7,Night person,0 minutes,0,,,,2,United States,Was not involved in HS sports,4,No,8,Yes,No,1,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,20,Never,Never,4,3,Yes,3,Science Fiction,6,2,17
5/9/2023 13:47:47,4,23,CS105,Male,2,B.S.,CS,Yes,No,3.0-3.3,3,1,4,1,No,Don't think it is useful to attend some lectures,3,4-6,"TA's office hours, ULA",once,N/A,3,Yes,No,No,N/A,N/A,2-4 hours,Somewhat anxious,N/A,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,4,6,Night person,0 minutes,0,,N/A,,0,United States,4 years,3,No,7,No,No,5,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,3,3,No,2,Science Fiction,4,1,12
5/9/2023 15:14:16,4,24,CS105,Male,,B.S.,Data Science,Yes,Yes,2.6-3.0,4,2,4,2,Yes,"Don't think it is useful to attend some lectures, Sick, Family issues, Transportation issues, Have other things to do",2,2-4,"TA's office hours, Professor's office hours",once,4,3,Yes,Sometimes,Sometimes,N/A,N/A,4-8 hours,Very anxious,No,none,n/a,3,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,3,5,Night person,1 hour,2,Gym,just to keep in shape,Afternoon,3,United States,4 years,0,No,10,Yes,Yes,7,Yes,NA,Advice from family/friends,To chase new dream career,Yes,"More potential for higher salaries, Stable future",0,10,Never,Never,2,4,No,4,Action,2,1,16
5/9/2023 15:59:33,1,18,CS111,Male,2,M.S.,CSBA,No,No,3.6-4.0,4,2,4,2,Yes,"Don't think it is useful to attend some lectures, Have other things to do",4,2-4,,I do not utilize the above resources,4,N/A,Yes,Yes,Yes,2-4 hours,Somewhat anxious,N/A,N/A,No,0,0,4,1-3,No,Haven't attended a hackathon,First Year UCR Residence Halls,0-10 minutes,3,8,Both,more than 2 hours,6,School sport,To win races,Morning,2,United States,4 years,7,Yes,8,Yes,Yes,8,No,NA,Passion,Do not want to change majors,No,You find topics in this field interesting,0,15,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),3,3,Yes,4,Action,8,1,17
5/9/2023 16:13:01,3,20,CS111,Male,2,PhD,Math,No,Yes,3.0-3.3,5,5,5,4,No,"Sick, Family issues, Transportation issues, Have other things to do",4,4-6,TA's office hours,twice,N/A,N/A,Yes,Yes,Yes,8-10 hours,Very anxious,N/A,N/A,Yes,1,1,20,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,4,7,Night person,1 hour,5,Gym,to feel better about myself,Evening,2,United States,Was not involved in HS sports,6,No,7,Yes,No,4,Yes,4,TDK,Do not want to change majors,No,You find topics in this field interesting,4,5,Rarely,Rarely,4,3,No,3,Horror,7,2,16
5/9/2023 16:16:23,4,21,CS111,Male,1,M.S.,CE,No,No,2.6-3.0,3,2,4,2,No,"Family issues, Transportation issues",1,2-4,,I do not utilize the above resources,2,N/A,Yes,No,No,2-4 hours,Very anxious,N/A,N/A,No,0,0,15,None,No,Made a project,Off-campus housing outside of Riverside,30-60 minutes,5,5,Night person,< 30 minutes,2,Home,,Evening,2,United States,4 years,11,Yes,8,Yes,No,5,Yes,40,Advice from family/friends,Lost passion for current major,Yes,,0,3,Never,Never,4,3,No,1,Science Fiction,6,1,12
5/9/2023 16:24:29,4,22,CS105,Male,1,B.S.,CS,No,No,3.0-3.3,4,3,5,2,No,Sick,2,0-2,,I do not utilize the above resources,N/A,4,No,Sometimes,Sometimes,N/A,N/A,1-2 hours,Somewhat anxious,N/A,0,,3,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,4,7,Night person,< 30 minutes,0,,,,0,United States,2 years,10,No,6,No,No,3,Yes,15,Passion,Do not want to change majors,No,"You find topics in this field interesting, More potential for higher salaries, Stable future",0,0,Never,Never,,2,No,3,Action,6,1,12
5/9/2023 17:08:48,2,20,CS111,Male,2,B.S.,CSBA,No,Yes,2.3-2.6,3,4,4,2,No,"Transportation issues, Feel like saving money when I only have one lecture, Long Commute",2,4-6,Professor's office hours,once,4,N/A,Yes,Sometimes,Yes,4-8 hours,Somewhat anxious,N/A,N/A,No,0,N/a,"0, I commute so I’m on campus for class only and study between gap periods.",1-3,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,3,5-6,Morning person,< 30 minutes,1,Outside,To stay healthy and relieve stress,Morning,1,United States,Was not involved in HS sports,8,No,8,Yes,No,5,No,NA,Money,Do not want to change majors,Yes,Stable future,0,12,Rarely,Rarely,4,3,Yes,3,Science Fiction,3,3,20
5/9/2023 17:16:30,4,21,Both,Female,2,B.S.,Data Science,Yes,Yes,3.3-3.6,2,4,5,3,No,"Don't think it is useful to attend some lectures, Sick, Feel like saving money when I only have one lecture, Have other things to do",2,6-8,TA's office hours,twice,2,3,Yes,Sometimes,No,4-8 hours,Very anxious,1-2 hours,Somewhat anxious,No,0,0,35,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,4,4,Morning person,< 30 minutes,1,Gym,My health ,Afternoon,4,United States,Was not involved in HS sports,2,No,8,Yes,No,6,Yes,26,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,2,2,Yes,3,Science Fiction,4,2,18
5/9/2023 17:18:27,2,19,CS111,Male,3,M.S.,CS,No,No,3.6-4.0,5,4,4,3,Yes,"Don't think it is useful to attend some lectures, Sick, Have other things to do",3,2-4,"TA's office hours, ULA",once,3,N/A,Yes,Sometimes,Yes,4-8 hours,Very anxious,N/A,N/A,No,2,0,1,1-3,Yes,Both,Continuing Student UCR apartment,0-10 minutes,5,6,Morning person,1 hour,3,Gym,To maintain fitness,Morning,0,United Arab Emirates,1 year,0,No,10,Yes,Yes,6,No,NA,Passion,Going to switch from CS to CSBA. Interested in obtaining knowledge in business along with computer science.,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries",0,7,Rarely,Rarely,3,5,No,4,Action,6,0,18
5/9/2023 17:24:24,3,35,CS111,Male,2,B.S.,CS,Yes,Yes,3.3-3.6,2,5,2,4,No,Transportation issues,2,10+,TA's office hours,once,N/A,N/A,Yes,Sometimes,Sometimes,10+ hours,Very anxious,N/A,N/A,No,0,0,16,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,5,7,Neither,0 minutes,0,Home,To help achieve balance. ,Morning,0,drop out,Was not involved in HS sports,0,No,5,Yes,No,1,Yes,,I just like doing hard stuff and getting a sense of progression. ,Do not want to change majors,No,Stable future,0,0,Never,Never,1,5,No,2,Thriller,4,2,13
5/9/2023 17:24:34,2,19,CS111,Male,2,B.S.,CS,No,Yes,3.3-3.6,5,4,5,4,No,"Don't think it is useful to attend some lectures, Sick, Family issues, Transportation issues, Feel like saving money when I only have one lecture",4,8-10,,I do not utilize the above resources,5,,No,Yes,Yes,10+ hours,Somewhat anxious,N/A,N/A,Yes,1,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,3,6,Neither,< 30 minutes,2,Home,,,,United States,,6,No,4,No,No,6,No,,Passion,Do not want to change majors,No,You find topics in this field interesting,0,5,Rarely,Rarely,3,3,No,2,Science Fiction,7,1,13
5/9/2023 17:25:58,2,19,CS111,Male,2,M.S.,CSBA,No,No,3.6-4.0,3,3,5,2,Sometimes,Don't think it is useful to attend some lectures,3,4-6,TA's office hours,once,3,N/A,No,Yes,Sometimes,1-2 hours,Somewhat anxious,N/A,N/A,Yes,2,1,5,1-3,Yes,Both,Off-campus housing within Riverside,10-20 minutes,5,6,Both,2 hours,5,Gym,destress,Morning,5,United States,4 years,11,Yes,9,Yes,No,9,Yes,20,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,10,Rarely,Rarely,3,2,Yes,5,Fantasy,9,2,26
5/9/2023 17:28:54,2,20,CS111,Male,1,B.S.,CS,No,Yes,3.3-3.6,3,4,4,4,No,"Sick, Family issues, Transportation issues",2,4-6,TA's office hours,once,3,N/A,Yes,Sometimes,Sometimes,4-8 hours,Very anxious,N/A,N/A,No,0,0,about 16,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,5,6,Night person,2 hours,2,Home,"As a person who's busy most of the time in college, it's really easy to gain a lot of weight if there's minimal exercise. Although I do walk a lot on campus, I try to do high intensity workouts whenever I have free time which I rarely do due to studying. I try to my best to make time for the weekends but often times it's very hard to do for someone in stem. ",Afternoon,0,United States,1 year,0,No,9,Yes,No,4,No,NA,Pressure from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,1,4,Yes,4,Adventure,8,2,13
5/9/2023 17:32:31,2,20,CS111,Male,2,B.S.,ee,No,No,2.6-3.0,3,3,4,3,Not sure,Transportation issues,2,0-2,TA's office hours,once,3,N/A,No,Not sure,Not sure,4-8 hours,Somewhat anxious,N/A,N/A,No,0,0,2,1-3,Yes,Both,Off-campus housing within Riverside,20-30 minutes,5,6,Night person,30 minutes,3,Gym,bulk,Afternoon,1,United States,Was not involved in HS sports,4,No,9,No,Yes,6,No,NA,Money,Current major is too difficult,Yes,More potential for higher salaries,0,2,Never,Never,2,3,No,3,Fantasy,5,1,13
5/9/2023 17:47:25,3,20,CS111,Male,1,B.S.,CSBA,Yes,Yes,3.6-4.0,3,2,2,2,No,"Don't think it is useful to attend some lectures, Have other things to do",1,4-6,TA's office hours,once,2,N/A,Yes,Not sure,Yes,4-8 hours,Very anxious,N/A,N/A,No,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,4,7,Night person,1 hour,5,Home,"I workout to relieve some stress, and for myself",Evening,1,United States,Was not involved in HS sports,5,No,8,Yes,No,6,No,NA,Money,Do not want to change majors,Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,3,Never,Never,3,3,Yes,4,Comedy,7,1,17
5/9/2023 18:02:41,4,22,CS111,Male,1,M.S.,Math with minor in CS,Yes,Yes,3.6-4.0,3,5,4,4,Sometimes,"Family issues, Transportation issues",3,6-8,,I do not utilize the above resources,4,N/A,Yes,Yes,Sometimes,4-8 hours,Somewhat anxious,N/A,N/A,Yes,0,0,10+,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,30-60 minutes,3,6,Both,0 minutes,0,Home,Image,Evening,2,United States,4 years,7,No,8,Yes,No,9,Yes,25,Passion,"My passion for my major has not waned, but I fear that careers in mathematics are limited to teaching if one doesn’t have a PHD. I believe a PHD is obtainable, but I’m unsure if I still have a chance to do that with the time I have left at Riverside. In terms of monetary drive, the engineering majors stick out as better options.",Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,10,Never,Never,3,3,No,3,Adventure,4,2,16
5/9/2023 18:10:26,2,20,CS105,Male,1,B.S.,CS,No,No,3.3-3.6,5,4,5,3,Sometimes,"Don't think it is useful to attend some lectures, Sick",3,6-8,TA's office hours,once,4,4,No,Sometimes,Sometimes,N/A,N/A,2-4 hours,Somewhat anxious,N/A,2,1,5,1-3,No,Both,Continuing Student UCR apartment,10-20 minutes,4,7,Neither,< 30 minutes,2,Home,mental health,Evening,3,United States,4 years,8,No,8,Yes,Yes,6,No,N/A,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Rarely,Rarely,4,3,No,4,Thriller,6,3,13
5/9/2023 18:23:56,2,20,CS105,Male,1,B.S.,Data Science,No,No,3.6-4.0,5,5,5,5,No,I never miss lecture,3,2-4,none,I do not utilize the above resources,1,5,No,Yes,No,N/A,N/A,2-4 hours,Not anxious,No,0,NA,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,3,8,Neither,< 30 minutes,0,Home,health benefits,Evening,0,United States,Was not involved in HS sports,10,No,7,Yes,Yes,5,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,5,1,Yes,4,Comedy,6,1,16
5/9/2023 18:39:49,4,22,CS105,Male,3,B.S.,Physics,No,No,3.3-3.6,3,1,4,3,No,Don't think it is useful to attend some lectures,1,2-4,N/a,I do not utilize the above resources,3,5,Yes,Sometimes,Sometimes,N/A,N/A,2-4 hours,Somewhat anxious,N/A,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,2,7,Night person,0 minutes,0,,,,1,United States,1 year,4,No,8,Yes,No,5,No,,Passion,Do not want to change majors,Yes,,0,5,Rarely,Rarely,4,2,No,2,Horror,5,2,17
5/9/2023 18:51:52,4,25,Both,Female,1,B.S.,Data Science,Yes,No,3.3-3.6,3,4,3,2,No,"Don't think it is useful to attend some lectures, Sick, Have other things to do",3,0-2,"TA's office hours, Professor's office hours",once,3,2,Yes,No,No,4-8 hours,Somewhat anxious,2-4 hours,Somewhat anxious,Yes,1,0,2,1-3,Yes,Both,Off-campus housing within Riverside,20-30 minutes,4,6,Morning person,< 30 minutes,1,Gym,to have more energy,Afternoon,1,United States,4 years,3,No,7,Yes,Yes,6,Yes,15,Advice from family/friends,Do not want to change majors,Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",15,3,Rarely,Rarely,4,4,Yes,5,Science Fiction,7,2,12
5/9/2023 18:52:00,4,22,CS111,Male,2,M.D.,Neuroscience ,No,No,3.3-3.6,4,3,4,2,Yes,Have other things to do,1,4-6,Professor's office hours,once,4,N/A,Yes,Yes,Yes,2-4 hours,Somewhat anxious,N/A,N/A,No,0,0,3,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,2,6.5,Night person,1 hour,3,Gym,To stay healthy and fix my back,Evening,4,United States,2 years,6,No,7,No,No,8,Yes,18,Passion,To chase new dream career,Yes,You find topics in this field interesting,0,20,Often (once or more a week),Often (weekly),3,4,Yes,5,Fantasy,7,0,12
5/9/2023 19:02:05,3,22,CS111,Male,2,B.S.,CE,No,No,2.3-2.6,4,3,4,2,Sometimes,"Don't think it is useful to attend some lectures, Sick, Transportation issues, Have other things to do",1,6-8,,I do not utilize the above resources,3,N/A,Yes,Sometimes,Sometimes,8-10 hours,Somewhat anxious,N/A,N/A,No,0,0,3,None,Yes,Attended workshops,Off-campus housing within Riverside,20-30 minutes,4,5,Night person,< 30 minutes,0,Gym,,Evening,1,United States,Was not involved in HS sports,4,Yes,9,Yes,No,,No,,,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,5,Never,Never,3,3,No,4,Action,6,1,12
5/9/2023 20:00:54,1,19,CS111,Male,2,PhD,CS,No,No,3.0-3.3,5,5,5,5,Sometimes,Have other things to do,3,8-10,TA's office hours,once,5,N/A,Yes,Yes,Yes,4-8 hours,Not anxious,< 1 hour,Not anxious,Yes,2,none,10+,1-3,No,Made a project,Off-campus housing within Riverside,10-20 minutes,3,9,Both,30 minutes,3,Outside,It helps me to think and process information.,Evening,5,United States,Was not involved in HS sports,10,Yes,4,Yes,Yes,10,Yes,20,Passion,Do not want to change majors,No,"You find topics in this field interesting, Stable future",5,5,Rarely,Rarely,3,1,No,5,Science Fiction,10,0,18
5/9/2023 20:12:23,2,20,Both,Female,1,M.S.,Data Science,No,No,2.6-3.0,2,4,5,1,Sometimes,mental health,3,4-6,"TA's office hours, Professor's office hours",twice,3,5,Yes,Sometimes,No,2-4 hours,Very anxious,2-4 hours,Somewhat anxious,No,0,None,5,1-3,Yes,Both,First Year UCR Residence Halls,0-10 minutes,5,6,Both,30 minutes,0,,,,1,United States,Was not involved in HS sports,5,Yes,6,Yes,Yes,5,Yes,20 hrs/week,Pressure from family/friends,Do not want to change majors,No,You find topics in this field interesting,0,3,Never,Never,3,3,No,4,Action,6,0,17
5/9/2023 20:12:51,3,22,CS111,Female,1,B.S.,Physics,Yes,Yes,3.3-3.6,2,2,4,2,Yes,"Don't think it is useful to attend some lectures, Transportation issues, Feel like saving money when I only have one lecture, Have other things to do",2,2-4,TA's office hours,once,N/A,N/A,,,,8-10 hours,Very anxious,N/A,N/A,No,1,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,4,8,Night person,< 30 minutes,3,Home,,Evening,5,United States,2 years,4,No,8,No,No,6,Yes,,Passion,Do not want to change majors,No,,0,5,Rarely,Rarely,3,2,No,2,Drama,1,7,12
5/9/2023 20:17:32,3,21,CS111,Male,4,B.S.,CSBA,No,Yes,3.3-3.6,4,3,5,4,Sometimes,"Sick, Family issues",2,4-6,,I do not utilize the above resources,3,N/A,,,,8-10 hours,Very anxious,N/A,N/A,No,2,0,2,1-3,No,Made a project,Continuing Student UCR apartment,10-20 minutes,3,6,Both,2 hours,3,Gym,As part of volleyball,Evening,4,United States,3 years,3,Yes,10,Yes,Yes,8,Yes,15,Money,Do not want to change majors,Yes,"Jobs are in high demand, More potential for higher salaries, Stable future",1,6,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),3,4,No,4,Comedy,4,1,13
5/9/2023 20:17:48,3,21,CS111,Female,2,B.S.,CSBA,No,Yes,2.3-2.6,2,3,4,3,Sometimes,Transportation issues,1,6-8,"ULA, ",once,3,N/A,Yes,No,Sometimes,8-10 hours,Very anxious,N/A,N/A,No,1,0,10,1-3,Yes,Made a project,Off-campus housing within Riverside,20-30 minutes,5,5,Neither,30 minutes,3,Outside,Walk to school,Evening,4,United States,Was not involved in HS sports,6,No,10,Yes,No,2,No,NA,Money,Current major is too difficult,Yes,You find topics in this field interesting,0,8,Rarely,Rarely,3,2,No,3,Adventure,5,2,17
5/9/2023 20:24:28,2,19,CS105,Male,3,M.S.,Data Science,No,No,3.3-3.6,5,3,4,2,Yes,"Don't think it is useful to attend some lectures, Sick, Feel like saving money when I only have one lecture, Have other things to do",4,4-6,TA's office hours,once,2,4,Yes,Yes,Yes,N/A,N/A,4-8 hours,Very anxious,No,3,1,4,1-3,Yes,Made a project,Continuing Student UCR apartment,10-20 minutes,4,9,Neither,2 hours,5,Gym,Health,Morning,1,United States,4 years,9,No,10,Yes,No,4,No,NA,Pressure from family/friends,Do not want to change majors,No,"Jobs are in high demand, More potential for higher salaries, Stable future",0,8,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),2,2,No,1,Comedy,8,2,13
5/9/2023 20:35:12,3,21,CS111,Male,3,M.S.,CS,No,Yes,3.0-3.3,4,3,5,3,Yes,"Sick, Transportation issues, Feel like saving money when I only have one lecture",4,6-8,,I do not utilize the above resources,3,N/A,Yes,Not sure,Not sure,4-8 hours,Very anxious,N/A,N/A,Yes,2,1,5,1-3,No,Made a project,Off-campus housing outside of Riverside,30-60 minutes,5,6,Morning person,2 hours,6,Gym,health,Evening,3,United States,Was not involved in HS sports,10,Yes,8,Yes,No,5,No,N/A,Pressure from family/friends,,Yes,"Jobs are in high demand, Stable future",5,2,Never,Never,3,4,Yes,5,Comedy,9,1,13
5/9/2023 20:54:56,3,21,CS111,Male,1,B.S.,CS,No,Yes,3.0-3.3,3,4,3,1,No,Don't think it is useful to attend some lectures,1,4-6,Professor's office hours,once,1,1,No,Yes,Sometimes,2-4 hours,Very anxious,< 1 hour,N/A,Yes,0,0,0,None,No,Attended workshops,Off-campus housing within Riverside,0-10 minutes,5,7,Night person,0 minutes,0,Outside,I dont,Evening,0,United States,4 years,10,Yes,10,Yes,Yes,6,No,NA,Money,Current major is too difficult,Yes,"More potential for higher salaries, Stable future",0,10,Never,Never,1,5,No,5,Science Fiction,8,0,8
5/9/2023 20:55:13,4,24,CS111,Male,1,M.S.,Data Science,Yes,Yes,2.6-3.0,4,3,4,2,Sometimes,"Transportation issues, Feel like saving money when I only have one lecture, Have other things to do",2,2-4,TA's office hours,once,3,4,Yes,Sometimes,Sometimes,8-10 hours,Somewhat anxious,N/A,N/A,No,0,0,0,None,No,Attended workshops,Off-campus housing outside of Riverside,above 60 minutes,5,6,Both,< 30 minutes,2,Outside,Health,Afternoon,0,United States,Was not involved in HS sports,0,Yes,9,No,Yes,8,No,12,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,3,3,Yes,5,Comedy,7,1,13
